psi0,nu,N,chitc,href,id,col0,col1,col2,col3,col4,col5
-0.007780,0.1696,0.5923,4.2576,29.9540,1,5.407435e-01,4.265787e-01,9.570000e-01,3.047912e-01,3.511360e-01,4.485000e+00
0.001067,0.1246,0.2488,2.3703,89.5840,1,5.935161e-01,6.235410e-01,1.395000e+00,5.055973e-01,6.116501e-01,3.370500e+00
-0.028071,0.1860,0.2474,1.6846,85.9367,1,5.710253e-01,5.820832e-01,1.155000e+00,4.932026e-01,5.756421e-01,2.149500e+00
-0.161310,0.2391,0.5073,1.4435,14.0321,1,5.189917e-01,3.412181e-01,7.380000e-01,2.128369e-01,2.308938e-01,4.572000e+00
-0.058247,0.3113,0.1827,1.1117,50.3332,1,5.366183e-01,4.150994e-01,5.385000e-01,2.410913e-01,2.919416e-01,3.135000e+00
-0.054256,0.1877,0.3404,4.1031,10.9503,1,5.158859e-01,3.529085e-01,8.850000e-01,2.311273e-01,2.558939e-01,4.953000e+00
-0.052674,0.3459,0.1688,2.2208,83.5327,1,5.419027e-01,4.585145e-01,5.070000e-01,3.470979e-01,4.086808e-01,1.489500e+00
-0.084610,0.1703,0.5522,1.0385,53.8212,1,5.587562e-01,5.058865e-01,1.092000e+00,4.257419e-01,4.843493e-01,2.809500e+00
-0.112829,0.3158,0.2853,1.5466,100.3479,1,5.284982e-01,5.274857e-01,7.860000e-01,4.981128e-01,5.271786e-01,9.465000e-01
-0.161931,0.3319,0.5530,1.2014,47.9241,1,5.323893e-01,3.946827e-01,5.340000e-01,3.087105e-01,3.352328e-01,1.860000e+00
-0.043929,0.3113,0.1608,5.0539,67.2603,1,5.171819e-01,4.985213e-01,7.515000e-01,4.652800e-01,4.972014e-01,1.017000e+00
0.001693,0.1898,0.1286,4.7650,78.7702,1,5.712627e-01,5.598556e-01,1.038000e+00,4.482731e-01,5.384277e-01,2.742000e+00
-0.010322,0.2770,0.3385,2.9253,74.8405,1,5.548492e-01,4.831513e-01,6.855000e-01,3.597255e-01,4.280211e-01,2.445000e+00
0.001756,0.1251,0.5702,5.4276,10.4825,1,5.183147e-01,3.595180e-01,1.011000e+00,1.825150e-01,2.112379e-01,9.142500e+00
-0.022053,0.2658,0.3067,4.6701,41.4367,1,5.339004e-01,4.323935e-01,7.095000e-01,3.331394e-01,3.816898e-01,2.382000e+00
-0.040886,0.3054,0.2397,2.5714,72.5881,1,5.451809e-01,4.720069e-01,6.255000e-01,3.734011e-01,4.343848e-01,1.744500e+00
0.007588,0.2351,0.3849,3.4718,95.9885,1,5.774540e-01,5.450814e-01,8.325000e-01,4.024951e-01,4.918118e-01,3.477000e+00
0.018521,0.2893,0.1743,1.1359,66.9402,1,5.508050e-01,4.454483e-01,5.925000e-01,2.205045e-01,2.731621e-01,8.269500e+00
-0.055726,0.2931,0.5052,2.7877,28.4368,1,5.250364e-01,3.727881e-01,6.045000e-01,2.562736e-01,2.837686e-01,2.872500e+00
0.043887,0.2483,0.3670,2.3228,6.5466,1,5.040652e-01,3.237777e-01,6.390000e-01,4.145345e-02,5.137620e-02,4.963200e+01
-0.058247,0.3230,0.1960,3.1784,46.6810,1,5.293074e-01,4.207361e-01,5.490000e-01,3.160176e-01,3.644147e-01,1.783500e+00
-0.053841,0.1220,0.4880,1.9751,19.5677,1,5.344071e-01,4.030328e-01,1.093500e+00,2.744277e-01,3.147084e-01,5.803500e+00
-0.009074,0.2724,0.1501,3.5968,110.6477,1,5.649962e-01,5.614195e-01,8.130000e-01,4.673106e-01,5.501846e-01,1.633500e+00
-0.150952,0.3257,0.5531,2.8006,12.3081,1,5.120446e-01,2.982000e-01,5.565000e-01,2.372711e-01,2.229971e-01,2.611500e+00
-0.136622,0.1824,0.1951,1.9975,11.2119,1,5.171277e-01,3.640664e-01,8.745000e-01,2.207116e-01,2.548752e-01,5.170500e+00
-0.047721,0.3395,0.1287,1.8937,130.1403,1,5.552901e-01,5.274316e-01,5.850000e-01,4.361890e-01,5.105755e-01,1.194000e+00
-0.004575,0.2762,0.5425,1.7808,64.6864,1,5.519852e-01,4.546695e-01,6.450000e-01,2.884711e-01,3.485651e-01,3.742500e+00
-0.001396,0.2344,0.5406,3.5122,6.8163,1,5.078180e-01,3.287250e-01,6.765000e-01,1.026576e-01,1.201810e-01,1.062600e+01
-0.114686,0.3315,0.1706,1.4814,50.8369,1,5.318981e-01,4.177203e-01,5.130000e-01,2.896308e-01,3.408037e-01,1.939500e+00
-0.096589,0.3451,0.5813,2.3009,27.4072,1,5.191791e-01,3.416291e-01,4.770000e-01,2.337202e-01,2.470888e-01,2.298000e+00
-0.033523,0.1123,0.2063,3.3600,20.0476,1,5.330134e-01,4.231925e-01,1.132500e+00,2.997575e-01,3.519816e-01,5.047500e+00
0.000175,0.2201,0.4419,1.6660,124.0781,1,5.935128e-01,6.081543e-01,9.840000e-01,4.831884e-01,5.871674e-01,2.787000e+00
-0.108856,0.3037,0.3861,1.2721,28.5263,1,5.242550e-01,3.715528e-01,5.520000e-01,2.118024e-01,2.455885e-01,3.388500e+00
-0.173224,0.2701,0.5762,1.9596,34.2191,1,5.154398e-01,4.109636e-01,9.210000e-01,4.432915e-01,4.082148e-01,1.431000e+00
-0.067782,0.1010,0.2008,3.9058,7.7150,1,5.143473e-01,3.622590e-01,1.146000e+00,2.309218e-01,2.639175e-01,6.547500e+00
-0.017238,0.2386,0.1532,1.7307,124.5797,1,5.788932e-01,6.077375e-01,9.960000e-01,5.098592e-01,6.025276e-01,1.762500e+00
-0.058022,0.1548,0.5339,3.8206,16.7694,1,5.258567e-01,3.828036e-01,1.101000e+00,3.280128e-01,3.404922e-01,3.774000e+00
0.016968,0.2851,0.5645,3.9075,44.1249,1,5.319304e-01,4.075158e-01,5.940000e-01,1.968392e-01,2.407471e-01,5.865000e+00
-0.042663,0.2934,0.2325,5.1309,10.0723,1,5.064780e-01,3.345328e-01,5.685000e-01,1.748477e-01,1.995232e-01,4.000500e+00
0.006179,0.2435,0.5113,2.4566,119.2897,1,5.874227e-01,5.765911e-01,8.460000e-01,4.384111e-01,5.360474e-01,3.175500e+00
0.026877,0.3495,0.5632,1.8102,57.4278,1,5.306660e-01,3.908552e-01,4.380000e-01,1.359181e-01,1.683563e-01,9.550500e+00
-0.135837,0.1267,0.3291,1.0276,24.7981,1,5.398885e-01,4.326234e-01,1.107000e+00,3.190723e-01,3.691189e-01,4.600500e+00
-0.012660,0.1564,0.1222,1.7379,71.1064,1,5.755363e-01,5.588155e-01,1.125000e+00,4.395007e-01,5.307779e-01,3.361500e+00
-0.029370,0.1891,0.4443,4.7550,5.7901,1,5.081073e-01,3.209368e-01,8.415000e-01,1.536639e-01,1.699383e-01,7.992000e+00
-0.121705,0.2954,0.1136,5.4948,5.6339,1,5.016665e-01,3.321317e-01,5.805000e-01,2.027728e-01,2.273309e-01,3.135000e+00
-0.168487,0.3141,0.3662,1.7100,28.9462,1,5.228905e-01,3.747812e-01,5.685000e-01,2.840640e-01,3.085554e-01,2.137500e+00
-0.003749,0.1356,0.4912,4.9187,17.7473,1,5.286234e-01,3.920579e-01,1.015500e+00,2.425591e-01,2.822076e-01,6.480000e+00
-0.015812,0.2390,0.4070,1.6527,87.5211,1,5.704786e-01,5.311982e-01,8.325000e-01,4.123018e-01,4.931711e-01,2.665500e+00
-0.086621,0.3424,0.1197,5.2269,20.0083,1,5.098204e-01,3.728565e-01,4.875000e-01,2.708087e-01,3.063309e-01,1.698000e+00
-0.169513,0.3341,0.2505,1.0573,59.0216,1,5.359182e-01,4.281974e-01,5.220000e-01,3.188955e-01,3.683135e-01,1.722000e+00
-0.058637,0.3030,0.3716,4.1010,48.0215,1,5.260037e-01,4.395896e-01,6.975000e-01,4.085273e-01,4.275320e-01,1.381500e+00
-0.028170,0.3089,0.4815,5.1668,37.0117,1,5.262227e-01,3.923425e-01,5.955000e-01,3.113824e-01,3.378282e-01,2.040000e+00
0.006225,0.2914,0.2450,4.0836,81.4714,1,5.554251e-01,4.787654e-01,6.270000e-01,3.258214e-01,3.965856e-01,2.928000e+00
0.009148,0.2018,0.1457,5.9508,54.9220,1,5.551142e-01,4.852964e-01,8.730000e-01,3.363041e-01,4.106014e-01,4.246500e+00
-0.038945,0.2072,0.4493,3.3746,30.9723,1,5.354902e-01,4.232752e-01,8.880000e-01,3.358440e-01,3.747121e-01,3.091500e+00
-0.020272,0.1679,0.4259,5.1514,21.0007,1,5.288604e-01,4.021694e-01,9.810000e-01,3.012658e-01,3.378694e-01,4.096500e+00
-0.116629,0.2046,0.4737,5.3947,6.5952,1,5.046725e-01,3.094104e-01,1.167000e+00,3.643767e-01,2.961406e-01,2.737500e+00
-0.043152,0.1487,0.1437,4.6367,17.3543,1,5.234455e-01,4.135554e-01,1.036500e+00,3.081059e-01,3.567393e-01,3.909000e+00
-0.036885,0.2621,0.1273,2.2325,81.1605,1,5.554431e-01,5.232172e-01,7.920000e-01,4.287782e-01,5.036663e-01,1.830000e+00
0.005852,0.2320,0.5880,2.9316,143.1268,1,5.992483e-01,6.280088e-01,9.795000e-01,5.012777e-01,6.107383e-01,2.674500e+00
-0.161165,0.1242,0.4128,1.0580,7.4047,1,5.158852e-01,3.387356e-01,1.024500e+00,1.567961e-01,1.798441e-01,1.007850e+01
0.008843,0.2399,0.4891,4.0036,137.0855,1,5.963990e-01,6.096600e-01,9.015000e-01,4.708406e-01,5.786192e-01,3.259500e+00
-0.007001,0.2101,0.2652,1.6050,77.3821,1,5.721150e-01,5.292429e-01,8.925000e-01,3.922076e-01,4.766402e-01,3.544500e+00
0.018046,0.2668,0.5156,5.8236,72.2530,1,5.530079e-01,4.636971e-01,6.810000e-01,2.683847e-01,3.322837e-01,7.713000e+00
-0.046743,0.1164,0.1791,1.7078,15.1375,1,5.276982e-01,3.898522e-01,1.041000e+00,2.095081e-01,2.526731e-01,8.104500e+00
-0.062560,0.1242,0.1008,1.1067,40.7030,1,5.564156e-01,4.947039e-01,1.140000e+00,3.701393e-01,4.450446e-01,4.215000e+00
0.010268,0.3355,0.2532,2.6328,94.8913,1,5.523732e-01,4.579741e-01,5.010000e-01,2.714624e-01,3.336373e-01,3.222000e+00
-0.035982,0.2179,0.4109,2.9842,50.6922,1,5.465876e-01,4.802358e-01,9.210000e-01,4.074003e-01,4.581172e-01,2.296500e+00
0.002109,0.3047,0.4201,5.9263,25.4260,1,5.181186e-01,3.677760e-01,5.385000e-01,1.945990e-01,2.283382e-01,3.777000e+00
0.012070,0.2070,0.1805,4.6044,13.7340,1,5.151345e-01,3.620960e-01,7.545000e-01,1.441707e-01,1.761932e-01,9.099000e+00
-0.056353,0.1953,0.5290,3.9723,12.6479,1,5.191816e-01,3.470472e-01,9.045000e-01,2.576148e-01,2.695037e-01,4.405500e+00
-0.118419,0.3158,0.1587,1.7850,50.6848,1,5.324148e-01,4.359451e-01,5.760000e-01,3.351445e-01,3.879032e-01,1.726500e+00
-0.144581,0.1226,0.4366,1.4939,24.7733,1,5.357298e-01,4.411486e-01,1.267500e+00,3.906086e-01,4.194555e-01,3.262500e+00
-0.029221,0.1946,0.3236,2.6407,27.4892,1,5.346500e-01,4.139117e-01,8.565000e-01,2.722782e-01,3.206650e-01,4.485000e+00
-0.083990,0.2303,0.4862,1.0811,73.3362,1,5.588676e-01,5.189124e-01,9.195000e-01,4.434263e-01,5.036313e-01,2.049000e+00
-0.022735,0.3206,0.2648,2.2228,73.0635,1,5.450629e-01,4.489687e-01,5.475000e-01,3.082119e-01,3.686055e-01,2.253000e+00
0.014488,0.1164,0.2364,1.2546,49.0789,1,5.698555e-01,5.038804e-01,1.116000e+00,3.118592e-01,3.862549e-01,1.251750e+01
0.024981,0.3160,0.2499,2.3690,23.2268,1,5.146203e-01,3.551572e-01,4.920000e-01,9.748949e-02,1.203313e-01,9.784500e+00
-0.041674,0.2063,0.1218,3.1855,19.0110,1,5.230919e-01,3.914280e-01,8.010000e-01,2.380495e-01,2.843508e-01,4.522500e+00
0.021124,0.3304,0.4508,3.3247,25.5130,1,5.123524e-01,3.557863e-01,4.665000e-01,1.133003e-01,1.386188e-01,6.948000e+00
0.001932,0.2098,0.1758,4.8174,63.5578,1,5.595254e-01,5.078931e-01,8.910000e-01,3.831863e-01,4.618223e-01,3.141000e+00
0.005792,0.2825,0.1908,4.9353,32.0288,1,5.246231e-01,3.919827e-01,5.940000e-01,2.069918e-01,2.513306e-01,4.290000e+00
-0.053185,0.3363,0.2154,4.4175,12.5778,1,5.060972e-01,3.336548e-01,4.650000e-01,1.666637e-01,1.914370e-01,3.199500e+00
0.008669,0.1816,0.3782,3.9011,30.4936,1,5.388241e-01,4.218360e-01,8.625000e-01,2.383371e-01,2.893923e-01,6.700500e+00
-0.000189,0.1558,0.3650,2.4506,59.3066,1,5.696729e-01,5.211493e-01,1.053000e+00,3.846571e-01,4.660246e-01,4.437000e+00
-0.094467,0.2454,0.2122,3.2276,31.5880,1,5.239142e-01,4.412444e-01,8.415000e-01,3.899707e-01,4.241014e-01,1.867500e+00
-0.089223,0.1915,0.1873,1.6956,30.4855,1,5.370437e-01,4.373987e-01,9.000000e-01,3.223346e-01,3.775610e-01,3.429000e+00
0.010896,0.3044,0.1013,1.5838,114.9290,1,5.699790e-01,5.096904e-01,6.045000e-01,3.308081e-01,4.089689e-01,4.018500e+00
-0.127875,0.3259,0.3396,2.0194,39.8233,1,5.270113e-01,3.980144e-01,5.505000e-01,3.158823e-01,3.465244e-01,1.753500e+00
-0.004654,0.1748,0.3970,1.1820,130.6734,1,6.020644e-01,6.642002e-01,1.350000e+00,5.487518e-01,6.604729e-01,2.463000e+00
-0.010186,0.1750,0.2209,1.7961,39.6089,1,5.500168e-01,4.547701e-01,9.120000e-01,2.902980e-01,3.532259e-01,5.470500e+00
-0.002504,0.3124,0.5980,3.6831,12.7202,1,5.094892e-01,3.327739e-01,4.995000e-01,1.178350e-01,1.367879e-01,6.093000e+00
-0.033174,0.3281,0.5159,3.1054,15.1568,1,5.113764e-01,3.291952e-01,4.770000e-01,1.437453e-01,1.626697e-01,4.294500e+00
0.009647,0.2889,0.2980,2.2425,112.8361,1,5.731034e-01,5.225455e-01,6.555000e-01,3.571607e-01,4.399100e-01,3.621000e+00
-0.088862,0.2978,0.1657,4.8954,33.0780,1,5.077749e-01,4.445381e-01,7.470000e-01,4.225442e-01,4.397454e-01,1.209000e+00
-0.073755,0.2323,0.1187,1.1698,24.4330,1,5.282184e-01,3.923154e-01,7.125000e-01,2.062021e-01,2.504486e-01,5.248500e+00
-0.160111,0.1810,0.5862,1.5126,32.8120,1,5.285190e-01,4.468446e-01,1.218000e+00,4.460729e-01,4.422836e-01,2.092500e+00
0.000019,0.1880,0.4220,3.1761,90.5230,1,5.810653e-01,5.790888e-01,1.074000e+00,4.684388e-01,5.602960e-01,2.784000e+00
-0.014221,0.2973,0.4384,3.1521,74.1554,1,5.502870e-01,4.674572e-01,6.315000e-01,3.534155e-01,4.136941e-01,2.155500e+00
0.003035,0.2681,0.5225,5.5190,116.8996,1,5.741201e-01,5.640003e-01,8.160000e-01,4.639620e-01,5.473852e-01,1.893000e+00
-0.109561,0.3113,0.2173,3.7783,22.2486,1,5.151014e-01,3.794448e-01,5.895000e-01,3.053911e-01,3.310741e-01,1.855500e+00
-0.158082,0.3242,0.2965,2.5909,15.3831,1,5.123874e-01,3.372802e-01,5.250000e-01,2.301649e-01,2.467802e-01,2.470500e+00
-0.078310,0.3127,0.2420,3.0622,71.1683,1,5.181327e-01,4.958451e-01,7.665000e-01,4.745339e-01,4.950382e-01,9.900000e-01
0.038820,0.1455,0.3728,2.5085,6.3773,1,5.077772e-01,3.328702e-01,9.135000e-01,5.675199e-02,7.029215e-02,4.976850e+01
0.011902,0.1455,0.1391,4.6297,56.7390,1,5.683804e-01,5.158804e-01,1.060500e+00,3.536455e-01,4.358064e-01,6.432000e+00
-0.037688,0.2205,0.1389,5.9518,37.0779,1,5.198885e-01,4.832210e-01,1.005000e+00,4.378246e-01,4.783527e-01,1.680000e+00
-0.046138,0.1133,0.5760,1.3549,54.3975,1,5.663678e-01,5.410539e-01,1.369500e+00,4.613804e-01,5.281679e-01,3.097500e+00
0.017370,0.3281,0.4790,3.8616,11.2287,1,5.008649e-01,3.348270e-01,4.635000e-01,8.738381e-02,1.053637e-01,8.035500e+00
0.016292,0.2453,0.2758,4.8733,37.1861,1,5.323274e-01,4.119916e-01,6.930000e-01,2.098901e-01,2.576529e-01,6.411000e+00
-0.041904,0.3249,0.3620,4.2796,39.2712,1,5.255340e-01,3.953413e-01,5.460000e-01,3.040158e-01,3.368156e-01,1.870500e+00
-0.043560,0.3367,0.5998,2.6186,92.6706,1,5.465154e-01,4.679020e-01,5.790000e-01,4.074286e-01,4.463800e-01,1.309500e+00
-0.114888,0.2281,0.1375,1.1165,82.1370,1,5.344031e-01,5.673881e-01,1.177500e+00,5.209336e-01,5.673561e-01,1.294500e+00
0.003391,0.2855,0.1577,3.0047,96.4020,1,5.645845e-01,5.075848e-01,6.630000e-01,3.609687e-01,4.407586e-01,2.781000e+00
-0.023653,0.2598,0.3838,1.7531,21.1923,1,5.220620e-01,3.674057e-01,6.330000e-01,1.612510e-01,1.933922e-01,6.238500e+00
-0.120234,0.1012,0.3991,2.0642,24.9351,1,5.275445e-01,4.633398e-01,1.525500e+00,4.446085e-01,4.585695e-01,2.659500e+00
0.007182,0.1851,0.2230,2.1546,26.2624,1,5.345383e-01,4.054602e-01,8.325000e-01,1.940210e-01,2.381579e-01,8.761500e+00
-0.082971,0.1373,0.2578,1.3916,45.2461,1,5.523370e-01,5.141072e-01,1.228500e+00,4.357802e-01,4.991076e-01,2.790000e+00
-0.025399,0.2390,0.1029,3.0429,30.1770,1,5.306965e-01,4.122348e-01,7.200000e-01,2.566044e-01,3.095438e-01,3.843000e+00
0.011328,0.2687,0.5281,5.9531,63.4172,1,5.506389e-01,4.603329e-01,6.645000e-01,2.981243e-01,3.609953e-01,3.721500e+00
-0.005597,0.3366,0.3290,3.5619,88.7753,1,5.479281e-01,4.586812e-01,5.175000e-01,3.236223e-01,3.860969e-01,1.966500e+00
0.002034,0.1466,0.3004,3.6402,57.1684,1,5.679342e-01,5.247110e-01,1.101000e+00,3.967829e-01,4.789823e-01,4.141500e+00
-0.067620,0.2684,0.2096,4.6381,15.3354,1,5.135354e-01,3.655196e-01,6.690000e-01,2.565745e-01,2.872223e-01,2.908500e+00
-0.147827,0.3370,0.5244,2.5286,11.9623,1,5.107076e-01,2.990905e-01,4.995000e-01,1.982946e-01,1.960175e-01,2.895000e+00
0.008316,0.3490,0.2101,5.7853,100.2843,1,5.468373e-01,4.608104e-01,4.845000e-01,3.074139e-01,3.737221e-01,2.082000e+00
-0.059815,0.2911,0.3610,1.3271,102.2615,1,5.604900e-01,5.255915e-01,7.215000e-01,4.390996e-01,5.076782e-01,1.608000e+00
0.023209,0.2017,0.1296,2.6559,9.2509,1,5.099599e-01,3.439857e-01,7.545000e-01,8.578457e-02,1.059263e-01,1.778400e+01
-0.041680,0.2246,0.2607,1.3273,6.8404,1,5.086380e-01,3.316283e-01,6.945000e-01,8.564251e-02,1.036630e-01,1.292400e+01
0.001955,0.2950,0.2880,2.5334,35.7992,1,5.288236e-01,3.905972e-01,5.565000e-01,1.849646e-01,2.251832e-01,4.908000e+00
-0.149139,0.3224,0.4327,1.4015,28.1436,1,5.222105e-01,3.616361e-01,5.220000e-01,2.322367e-01,2.587718e-01,2.649000e+00
-0.023423,0.2015,0.3849,1.8111,55.7537,1,5.584608e-01,4.889017e-01,8.985000e-01,3.657860e-01,4.349114e-01,3.415500e+00
-0.018235,0.1043,0.4093,3.5783,11.1510,1,5.213005e-01,3.678730e-01,1.095000e+00,2.014342e-01,2.346212e-01,8.584500e+00
-0.020133,0.2892,0.1753,3.1918,116.3604,1,5.567023e-01,5.630777e-01,8.055000e-01,4.872883e-01,5.589387e-01,1.294500e+00
-0.021776,0.3149,0.1036,5.1857,58.5956,1,5.326763e-01,4.536666e-01,5.895000e-01,3.508946e-01,4.122719e-01,1.665000e+00
-0.044005,0.1357,0.5580,4.7052,27.4851,1,5.178439e-01,4.548116e-01,1.537500e+00,4.688187e-01,4.537825e-01,2.142000e+00
-0.187361,0.1940,0.3032,2.1923,11.3270,1,5.170804e-01,3.589274e-01,9.195000e-01,2.794624e-01,2.967176e-01,3.741000e+00
0.006652,0.1195,0.1300,2.9293,109.5233,1,6.091973e-01,6.692544e-01,1.530000e+00,5.375170e-01,6.596569e-01,3.943500e+00
0.010607,0.2022,0.1924,4.9070,41.4539,1,5.452955e-01,4.464576e-01,8.265000e-01,2.736372e-01,3.347830e-01,5.463000e+00
-0.003390,0.1779,0.3772,2.1532,117.4700,1,5.909055e-01,6.433605e-01,1.326000e+00,5.405253e-01,6.406952e-01,2.193000e+00
-0.038882,0.2898,0.2155,1.4329,109.5056,1,5.653124e-01,5.360483e-01,7.110000e-01,4.317140e-01,5.117741e-01,1.758000e+00
-0.003987,0.2931,0.3922,4.1067,46.6409,1,5.354365e-01,4.167676e-01,5.940000e-01,2.660424e-01,3.153838e-01,3.060000e+00
0.028274,0.1144,0.1460,4.2532,7.3222,1,5.094001e-01,3.453170e-01,1.008000e+00,9.425876e-02,1.164939e-01,2.480700e+01
-0.068901,0.2850,0.3159,2.2786,53.5825,1,5.387425e-01,4.510573e-01,6.840000e-01,3.682126e-01,4.163581e-01,1.890000e+00
-0.117701,0.2903,0.3016,1.6180,59.8770,1,5.386869e-01,4.666986e-01,7.020000e-01,4.015216e-01,4.465856e-01,1.590000e+00
-0.042574,0.2318,0.1565,5.3814,9.5989,1,5.088063e-01,3.516128e-01,7.290000e-01,2.005763e-01,2.332975e-01,4.590000e+00
-0.015930,0.2699,0.5663,3.6263,52.0850,1,5.434160e-01,4.403910e-01,6.960000e-01,3.338022e-01,3.818232e-01,2.569500e+00
-0.199063,0.2247,0.1093,1.0084,41.3120,1,5.391055e-01,4.683844e-01,8.490000e-01,3.754581e-01,4.364607e-01,2.322000e+00
-0.148991,0.2461,0.2987,2.3596,24.7297,1,5.226699e-01,4.072021e-01,8.190000e-01,3.592455e-01,3.803567e-01,2.140500e+00
-0.059764,0.2646,0.1264,2.9994,30.3859,1,5.272404e-01,4.130051e-01,6.765000e-01,2.887663e-01,3.400554e-01,2.709000e+00
-0.083821,0.3432,0.1996,2.9420,26.3257,1,5.164940e-01,3.658965e-01,4.650000e-01,2.261205e-01,2.608827e-01,2.214000e+00
0.009395,0.2975,0.5549,1.1639,146.7994,1,5.853748e-01,5.580911e-01,6.615000e-01,3.950577e-01,4.879058e-01,3.742500e+00
-0.073040,0.2148,0.1687,1.1535,64.3866,1,5.579793e-01,5.147234e-01,9.090000e-01,4.120571e-01,4.867059e-01,2.467500e+00
-0.028640,0.2680,0.5378,1.5132,129.7829,1,5.737417e-01,5.839294e-01,8.895000e-01,5.026938e-01,5.788111e-01,1.537500e+00
-0.121351,0.3214,0.3989,1.0718,49.0968,1,5.343638e-01,4.065579e-01,5.340000e-01,2.743221e-01,3.174000e-01,2.353500e+00
-0.003140,0.1444,0.4631,3.9857,87.6153,1,5.663082e-01,6.191423e-01,1.635000e+00,5.484116e-01,6.190384e-01,1.923000e+00
-0.126206,0.3487,0.5626,1.1386,52.5608,1,5.318694e-01,3.901131e-01,4.725000e-01,2.691212e-01,3.022888e-01,2.010000e+00
0.019683,0.3302,0.4516,5.9300,14.5239,1,5.006238e-01,3.397165e-01,4.680000e-01,1.112500e-01,1.341336e-01,6.321000e+00
-0.038393,0.3230,0.2852,5.5284,32.2926,1,5.199012e-01,3.889016e-01,5.505000e-01,2.998003e-01,3.321419e-01,1.855500e+00
-0.029702,0.2430,0.4259,2.9418,54.4146,1,5.472169e-01,4.695561e-01,8.085000e-01,3.801807e-01,4.343470e-01,2.367000e+00
-0.016890,0.2836,0.3361,3.2562,129.0231,1,5.491845e-01,5.848767e-01,9.630000e-01,5.307143e-01,5.847862e-01,1.101000e+00
-0.182681,0.3087,0.5314,1.1302,71.9652,1,5.353745e-01,4.693151e-01,7.230000e-01,4.478481e-01,4.634738e-01,1.225500e+00
-0.002619,0.2738,0.1873,3.5716,106.3334,1,5.686406e-01,5.431336e-01,7.530000e-01,4.296361e-01,5.151803e-01,2.038500e+00
-0.005893,0.1616,0.2657,1.6468,46.0539,1,5.583163e-01,4.786939e-01,9.720000e-01,3.188751e-01,3.887049e-01,5.536500e+00
-0.059499,0.3144,0.4080,1.5416,21.6428,1,5.175701e-01,3.513788e-01,5.070000e-01,1.536819e-01,1.808794e-01,4.510500e+00
-0.192146,0.1391,0.5258,1.6448,13.1598,1,5.238479e-01,3.657625e-01,1.170000e+00,3.173752e-01,3.213524e-01,4.173000e+00
0.000676,0.1985,0.3803,3.1801,102.6260,1,5.847189e-01,5.958634e-01,1.071000e+00,4.855670e-01,5.815776e-01,2.553000e+00
0.008850,0.3271,0.2527,1.7300,118.5346,1,5.648566e-01,4.941482e-01,5.415000e-01,3.161095e-01,3.895245e-01,3.267000e+00
-0.009126,0.2025,0.4552,4.0018,11.7061,1,5.152160e-01,3.504268e-01,7.845000e-01,1.633710e-01,1.903870e-01,7.443000e+00
-0.107673,0.3021,0.5395,2.0474,19.7286,1,5.185101e-01,3.408870e-01,5.760000e-01,2.196671e-01,2.360027e-01,3.210000e+00
-0.003674,0.3150,0.1732,1.9459,147.8416,1,5.767842e-01,5.512478e-01,6.300000e-01,4.206613e-01,5.115618e-01,1.956000e+00
-0.150120,0.3092,0.4708,1.5777,14.8497,1,5.140681e-01,3.274617e-01,5.400000e-01,1.767678e-01,1.934130e-01,3.814500e+00
0.022878,0.2978,0.5905,1.6059,53.1430,1,5.396136e-01,4.139155e-01,5.595000e-01,1.731105e-01,2.143011e-01,1.011000e+01
-0.080537,0.2893,0.5598,1.2172,99.3010,1,5.567308e-01,5.212348e-01,7.650000e-01,4.595388e-01,5.116884e-01,1.456500e+00
-0.025699,0.2114,0.5814,3.5305,26.7777,1,5.331791e-01,3.988005e-01,8.340000e-01,2.859203e-01,3.208533e-01,3.885000e+00
-0.019957,0.3215,0.2133,2.6843,133.6785,1,5.623907e-01,5.446678e-01,6.495000e-01,4.529961e-01,5.303638e-01,1.321500e+00
-0.007690,0.3484,0.4318,2.3417,18.6361,1,5.108106e-01,3.394784e-01,4.200000e-01,1.079478e-01,1.291020e-01,5.269500e+00
-0.148394,0.1381,0.1145,1.3147,8.2849,1,5.155544e-01,3.568269e-01,9.570000e-01,1.664727e-01,1.999712e-01,8.490000e+00
-0.024705,0.1233,0.5502,3.3444,31.7642,1,5.464826e-01,4.584018e-01,1.197000e+00,3.745954e-01,4.217010e-01,3.844500e+00
0.015611,0.2897,0.2263,5.2424,66.8100,1,5.457917e-01,4.478418e-01,6.060000e-01,2.594722e-01,3.195254e-01,4.549500e+00
-0.132285,0.3238,0.2544,1.6301,58.7988,1,5.348049e-01,4.431054e-01,5.775000e-01,3.637149e-01,4.094081e-01,1.498500e+00
-0.035767,0.1542,0.1358,5.4092,36.5934,1,5.086395e-01,5.164530e-01,1.486500e+00,4.910188e-01,5.163978e-01,1.674000e+00
-0.002872,0.2755,0.5436,2.3955,7.5457,1,5.067065e-01,3.271837e-01,5.730000e-01,8.293339e-02,9.845778e-02,1.086300e+01
-0.010895,0.2952,0.2530,5.1799,102.3727,1,5.498483e-01,5.384660e-01,7.665000e-01,4.689711e-01,5.325314e-01,1.305000e+00
-0.096051,0.3454,0.1258,2.9885,30.5948,1,5.172935e-01,3.833594e-01,4.695000e-01,2.551259e-01,2.972741e-01,1.861500e+00
-0.014747,0.1594,0.4673,4.1843,54.0180,1,5.534564e-01,5.244829e-01,1.221000e+00,4.604352e-01,5.159314e-01,2.406000e+00
