psi0,nu,N,chitc,href,id,col0,col1,col2,col3,col4,col5
-0.050305,0.3310,0.2097,5.5523,8.3890,1,5.026630e-01,3.233432e-01,4.770000e-01,1.585751e-01,1.797736e-01,3.501000e+00
-0.006315,0.3204,0.5565,5.1353,138.4388,1,5.575877e-01,5.519033e-01,7.215000e-01,4.913820e-01,5.482507e-01,1.126500e+00
-0.168596,0.3267,0.3270,5.0092,11.9968,1,4.910751e-01,3.406755e-01,7.455000e-01,4.153242e-01,3.381863e-01,1.144500e+00
0.023612,0.2072,0.3853,4.5730,16.9030,1,5.158917e-01,3.639397e-01,7.680000e-01,1.308698e-01,1.608567e-01,1.252950e+01
-0.025835,0.1674,0.2903,2.0941,71.2153,1,5.662051e-01,5.624862e-01,1.191000e+00,4.772331e-01,5.538720e-01,2.368500e+00
-0.017015,0.2368,0.1909,3.1442,100.6985,1,5.580424e-01,5.830824e-01,1.048500e+00,5.108564e-01,5.816235e-01,1.494000e+00
-0.056748,0.2851,0.1277,2.0415,33.7732,1,5.282739e-01,4.025651e-01,6.015000e-01,2.447633e-01,2.938211e-01,3.165000e+00
-0.059444,0.1268,0.1994,4.1333,6.6937,1,5.112128e-01,3.494184e-01,1.038000e+00,1.999949e-01,2.301030e-01,7.078500e+00
-0.009037,0.1464,0.5184,2.0453,70.4478,1,5.771839e-01,5.601717e-01,1.191000e+00,4.517991e-01,5.370345e-01,3.342000e+00
-0.104652,0.3451,0.3697,3.8128,7.8200,1,5.053412e-01,2.974344e-01,4.590000e-01,1.617542e-01,1.674423e-01,3.262500e+00
-0.013110,0.1676,0.2354,2.2479,39.4766,1,5.502955e-01,4.613672e-01,9.525000e-01,3.144858e-01,3.794665e-01,4.764000e+00
-0.073373,0.2703,0.3209,3.5276,39.6906,1,5.261590e-01,4.418416e-01,7.890000e-01,4.041649e-01,4.284588e-01,1.632000e+00
0.035139,0.1658,0.1253,2.9610,5.8719,1,5.060978e-01,3.334959e-01,8.475000e-01,6.215083e-02,7.695658e-02,3.375600e+01
0.000586,0.2227,0.4061,4.7875,71.4349,1,5.624322e-01,5.159206e-01,8.790000e-01,4.049658e-01,4.801779e-01,2.727000e+00
-0.039983,0.2250,0.1906,5.3569,21.0203,1,5.208334e-01,4.030705e-01,8.115000e-01,3.060060e-01,3.480384e-01,2.910000e+00
-0.093836,0.2310,0.5546,3.1013,31.9912,1,5.160727e-01,4.269672e-01,1.080000e+00,4.511373e-01,4.248448e-01,1.627500e+00
0.007009,0.1705,0.2566,5.5477,132.0241,1,6.065565e-01,6.764204e-01,1.387500e+00,5.513618e-01,6.716883e-01,2.808000e+00
-0.027096,0.1648,0.3758,2.2152,58.6850,1,5.616553e-01,5.278205e-01,1.122000e+00,4.386828e-01,5.090674e-01,2.763000e+00
0.003899,0.2862,0.1722,2.9116,52.5428,1,5.409062e-01,4.291753e-01,6.000000e-01,2.458958e-01,3.007823e-01,4.011000e+00
-0.181646,0.3383,0.4475,1.5511,47.9416,1,5.278227e-01,4.028820e-01,5.505000e-01,3.546074e-01,3.713916e-01,1.422000e+00
0.018833,0.2963,0.2045,5.8015,70.1326,1,5.459206e-01,4.440934e-01,5.880000e-01,2.417817e-01,2.991082e-01,5.911500e+00
-0.094050,0.1588,0.4325,2.9615,8.4536,1,5.154480e-01,3.363839e-01,9.960000e-01,2.254505e-01,2.400510e-01,5.812500e+00
0.012825,0.1006,0.3050,5.0169,19.9768,1,5.336875e-01,4.108889e-01,1.090500e+00,2.191557e-01,2.672501e-01,9.852000e+00
-0.024368,0.2369,0.2222,5.8628,21.5132,1,5.204574e-01,3.932165e-01,7.560000e-01,2.781066e-01,3.198594e-01,3.208500e+00
-0.159599,0.2514,0.2834,1.6254,17.4498,1,5.205265e-01,3.660878e-01,6.975000e-01,2.365322e-01,2.676019e-01,3.643500e+00
-0.035539,0.2486,0.1018,2.3928,82.5444,1,5.552707e-01,5.409851e-01,8.730000e-01,4.549520e-01,5.301227e-01,1.728000e+00
0.008646,0.3055,0.3114,5.5146,78.3245,1,5.501400e-01,4.638424e-01,5.835000e-01,3.098045e-01,3.757657e-01,2.782500e+00
-0.076977,0.2214,0.5628,2.4720,44.7828,1,5.332649e-01,4.654740e-01,1.039500e+00,4.500965e-01,4.605060e-01,1.788000e+00
-0.152199,0.2904,0.3507,1.7021,50.4811,1,5.305517e-01,4.517069e-01,7.335000e-01,4.145600e-01,4.397385e-01,1.453500e+00
-0.092226,0.1930,0.2596,3.9779,11.8305,1,5.155092e-01,3.682590e-01,9.195000e-01,2.861905e-01,3.093736e-01,3.585000e+00
-0.112524,0.3415,0.1892,2.2589,68.2399,1,5.307394e-01,4.604718e-01,5.595000e-01,3.979797e-01,4.427816e-01,1.146000e+00
-0.053336,0.3004,0.1799,2.6218,62.7966,1,5.401972e-01,4.651409e-01,6.375000e-01,3.703392e-01,4.296433e-01,1.728000e+00
0.025177,0.3408,0.4129,4.7976,62.9963,1,5.312570e-01,3.986077e-01,4.680000e-01,1.624174e-01,2.012727e-01,9.004500e+00
-0.059630,0.2196,0.3971,2.9627,25.1555,1,5.293407e-01,4.004638e-01,8.310000e-01,3.058453e-01,3.400855e-01,3.220500e+00
-0.061660,0.3130,0.4676,3.0563,6.1963,1,5.044221e-01,3.036448e-01,5.115000e-01,1.121119e-01,1.230481e-01,6.003000e+00
0.006951,0.1790,0.5876,5.4934,140.3863,1,6.091877e-01,6.828660e-01,1.380000e+00,5.584565e-01,6.788949e-01,2.689500e+00
-0.007243,0.2452,0.1369,4.1955,6.2955,1,5.039311e-01,3.331435e-01,6.510000e-01,1.081446e-01,1.311423e-01,9.058500e+00
-0.083421,0.2634,0.2856,5.1134,13.7459,1,5.121539e-01,3.583641e-01,7.350000e-01,2.993689e-01,3.108631e-01,2.493000e+00
0.001193,0.1383,0.5518,2.2625,39.0673,1,5.557894e-01,4.660707e-01,1.032000e+00,3.039473e-01,3.677578e-01,6.433500e+00
-0.049160,0.3186,0.2683,3.0351,103.9193,1,5.236655e-01,5.326214e-01,8.040000e-01,5.055549e-01,5.325535e-01,8.985000e-01
-0.116439,0.2687,0.1507,1.0726,36.1811,1,5.335985e-01,4.140320e-01,6.480000e-01,2.620724e-01,3.137344e-01,3.258000e+00
0.025234,0.3401,0.1433,3.7374,21.6098,1,5.095852e-01,3.474288e-01,4.395000e-01,9.737608e-02,1.202152e-01,7.648500e+00
-0.165458,0.1660,0.3409,1.2282,27.4858,1,5.365015e-01,4.358642e-01,1.038000e+00,3.571269e-01,3.984227e-01,3.220500e+00
-0.165163,0.2270,0.5165,2.1000,19.2511,1,5.224243e-01,3.715187e-01,9.075000e-01,3.479194e-01,3.424525e-01,2.586000e+00
0.002876,0.2603,0.5421,4.6418,109.9358,1,5.748786e-01,5.561234e-01,8.145000e-01,4.478669e-01,5.322642e-01,2.155500e+00
-0.085352,0.2768,0.1023,1.3384,9.4342,1,5.087689e-01,3.375043e-01,5.730000e-01,1.044379e-01,1.272999e-01,7.693500e+00
-0.039893,0.3403,0.3182,3.6160,72.4003,1,5.362781e-01,4.488688e-01,5.415000e-01,3.701343e-01,4.165125e-01,1.365000e+00
-0.046975,0.2886,0.5850,5.9616,19.9210,1,5.177539e-01,3.455571e-01,6.990000e-01,3.223778e-01,3.084694e-01,2.178000e+00
0.001815,0.2911,0.1262,2.1022,132.5640,1,5.787444e-01,5.540621e-01,6.900000e-01,4.154210e-01,5.082907e-01,2.446500e+00
-0.003058,0.1672,0.3733,5.0608,73.7658,1,5.649916e-01,5.716370e-01,1.249500e+00,4.922768e-01,5.665267e-01,2.232000e+00
-0.033877,0.3304,0.4371,2.3981,63.8003,1,5.391598e-01,4.258316e-01,5.235000e-01,3.004364e-01,3.488968e-01,2.067000e+00
0.003663,0.3220,0.3314,5.4067,34.5430,1,5.213401e-01,3.808880e-01,5.025000e-01,2.030881e-01,2.424240e-01,3.343500e+00
-0.143948,0.3159,0.5819,1.3742,30.2854,1,5.252829e-01,3.620205e-01,5.505000e-01,2.512539e-01,2.723187e-01,2.604000e+00
-0.078464,0.1481,0.4952,3.7613,10.1956,1,5.185805e-01,3.468087e-01,1.101000e+00,2.818818e-01,2.867167e-01,4.671000e+00
-0.126517,0.2313,0.2905,5.3519,12.1819,1,4.869927e-01,3.850532e-01,1.159500e+00,4.404036e-01,3.843737e-01,1.536000e+00
-0.015944,0.2168,0.5961,1.0980,7.6481,1,5.104539e-01,3.331085e-01,7.125000e-01,7.749331e-02,9.329176e-02,1.617300e+01
0.013674,0.2954,0.4328,1.4030,74.1598,1,5.529061e-01,4.551311e-01,5.865000e-01,2.467527e-01,3.045672e-01,5.703000e+00
0.009521,0.1116,0.5392,5.2179,10.6583,1,5.187947e-01,3.655341e-01,1.030500e+00,1.663705e-01,1.974210e-01,1.114800e+01
-0.010660,0.2879,0.3759,3.3648,34.7192,1,5.292323e-01,3.933204e-01,5.895000e-01,2.274942e-01,2.696368e-01,3.652500e+00
0.009362,0.2053,0.4351,4.8362,79.8626,1,5.746812e-01,5.367817e-01,9.090000e-01,3.930024e-01,4.798607e-01,4.027500e+00
-0.018374,0.1739,0.4992,1.1619,36.7074,1,5.486036e-01,4.418338e-01,9.045000e-01,2.684577e-01,3.245609e-01,6.291000e+00
-0.111423,0.3150,0.5407,1.4725,43.8625,1,5.326932e-01,3.964037e-01,5.670000e-01,2.955073e-01,3.269787e-01,2.197500e+00
-0.036708,0.2328,0.1170,3.3196,59.1651,1,5.437484e-01,5.108576e-01,9.015000e-01,4.323665e-01,4.979276e-01,1.861500e+00
-0.007294,0.3024,0.3077,5.7164,113.7258,1,5.514232e-01,5.473236e-01,7.650000e-01,4.813807e-01,5.432592e-01,1.219500e+00
-0.017180,0.1742,0.5860,4.3670,27.5369,1,5.370533e-01,4.179362e-01,9.720000e-01,3.196354e-01,3.578492e-01,3.924000e+00
0.017523,0.1266,0.3650,1.8936,22.5585,1,5.362246e-01,4.079417e-01,9.975000e-01,1.774269e-01,2.188410e-01,1.495200e+01
-0.078505,0.3438,0.5868,3.2669,39.4896,1,5.243123e-01,3.714526e-01,5.295000e-01,3.300566e-01,3.321775e-01,1.539000e+00
-0.033754,0.1318,0.1483,5.7033,23.4734,1,5.266318e-01,4.585665e-01,1.210500e+00,3.891958e-01,4.390986e-01,2.929500e+00
0.003876,0.1910,0.2411,5.3001,69.0183,1,5.665093e-01,5.325122e-01,9.840000e-01,4.137882e-01,4.976191e-01,3.144000e+00
-0.102654,0.3060,0.5313,3.7161,31.2114,1,5.118234e-01,3.870364e-01,7.665000e-01,4.220802e-01,3.822048e-01,1.296000e+00
0.002343,0.1603,0.5298,2.6531,98.0015,1,5.925044e-01,6.128055e-01,1.227000e+00,4.957321e-01,5.978817e-01,3.136500e+00
-0.018971,0.2096,0.4838,3.1879,20.4702,1,5.265381e-01,3.792910e-01,7.905000e-01,2.203311e-01,2.558944e-01,5.367000e+00
0.007153,0.3268,0.5622,1.9387,69.8074,1,5.436527e-01,4.288242e-01,5.040000e-01,2.294144e-01,2.798912e-01,3.894000e+00
0.002886,0.1600,0.1171,1.7337,43.6615,1,5.565317e-01,4.704954e-01,9.570000e-01,2.927907e-01,3.601229e-01,6.735000e+00
-0.004448,0.3058,0.4810,3.2463,27.1917,1,5.213366e-01,3.675139e-01,5.295000e-01,1.737578e-01,2.059057e-01,4.438500e+00
-0.097258,0.1957,0.1923,1.3937,65.2738,1,5.408364e-01,5.505069e-01,1.210500e+00,4.991319e-01,5.496494e-01,1.624500e+00
-0.012657,0.2173,0.1307,5.1388,42.7449,1,5.400483e-01,4.664264e-01,8.565000e-01,3.586326e-01,4.237681e-01,2.733000e+00
0.015804,0.3132,0.1348,2.9421,11.9527,1,5.066148e-01,3.380115e-01,4.890000e-01,8.453590e-02,1.040272e-01,9.159000e+00
-0.105708,0.3050,0.5725,2.5698,12.3248,1,5.124903e-01,3.112497e-01,5.700000e-01,1.909547e-01,1.963455e-01,3.690000e+00
-0.099680,0.1102,0.2345,2.5594,22.4579,1,5.295284e-01,4.556721e-01,1.326000e+00,4.016216e-01,4.399055e-01,3.033000e+00
-0.014664,0.3424,0.2742,2.2836,114.4589,1,5.565833e-01,4.865852e-01,5.205000e-01,3.569778e-01,4.278561e-01,1.743000e+00
-0.193048,0.1546,0.3084,1.2138,36.8967,1,5.274317e-01,4.953594e-01,1.348500e+00,4.706220e-01,4.936237e-01,1.974000e+00
-0.089475,0.3202,0.4914,3.8210,35.5055,1,5.182368e-01,3.910718e-01,6.615000e-01,3.950825e-01,3.791019e-01,1.333500e+00
0.012084,0.2189,0.2087,3.5987,98.4679,1,5.830871e-01,5.572197e-01,8.820000e-01,3.952872e-01,4.890019e-01,5.596500e+00
-0.083034,0.1775,0.4942,1.6713,38.7491,1,5.449066e-01,4.622773e-01,1.044000e+00,3.934150e-01,4.359646e-01,2.835000e+00
-0.085930,0.3323,0.5478,2.8659,33.0101,1,5.233306e-01,3.641818e-01,5.370000e-01,2.959304e-01,3.067643e-01,1.891500e+00
-0.192020,0.3177,0.2098,1.6085,14.9886,1,5.127708e-01,3.432764e-01,5.100000e-01,1.823707e-01,2.096044e-01,3.258000e+00
-0.070034,0.2249,0.1173,1.6180,33.1852,1,5.363602e-01,4.276731e-01,7.710000e-01,2.843181e-01,3.409707e-01,3.630000e+00
-0.140254,0.2740,0.1161,1.5036,56.0174,1,5.374738e-01,4.829548e-01,7.440000e-01,4.059498e-01,4.645168e-01,1.632000e+00
-0.018608,0.2386,0.2294,2.5853,107.8589,1,5.638644e-01,5.891640e-01,1.033500e+00,5.120492e-01,5.871459e-01,1.539000e+00
0.005360,0.2107,0.2636,2.9682,74.5014,1,5.700717e-01,5.212620e-01,8.760000e-01,3.749611e-01,4.579362e-01,3.972000e+00
0.010135,0.3070,0.2086,4.2830,36.6474,1,5.251039e-01,3.891185e-01,5.310000e-01,1.873413e-01,2.287448e-01,4.428000e+00
-0.144587,0.1692,0.1874,2.3308,23.6861,1,5.234757e-01,4.498244e-01,1.116000e+00,4.024908e-01,4.366789e-01,2.365500e+00
-0.016357,0.3281,0.2642,3.2796,111.9403,1,5.553459e-01,5.076631e-01,5.925000e-01,4.090536e-01,4.796958e-01,1.456500e+00
-0.103203,0.2895,0.3984,1.2206,5.3037,1,5.050710e-01,3.128442e-01,5.460000e-01,7.549061e-02,8.820419e-02,1.004850e+01
-0.039917,0.2015,0.2233,5.9169,31.4979,1,5.192274e-01,4.674102e-01,1.081500e+00,4.341313e-01,4.622684e-01,1.852500e+00
-0.006304,0.3469,0.1850,5.7533,113.8831,1,5.481907e-01,4.992882e-01,5.430000e-01,4.032355e-01,4.729565e-01,1.266000e+00
-0.019540,0.2710,0.1702,4.1873,75.7282,1,5.477889e-01,5.126293e-01,7.785000e-01,4.301138e-01,4.972610e-01,1.660500e+00
-0.134579,0.1142,0.5631,3.4936,10.1602,1,5.040171e-01,3.602296e-01,1.720500e+00,4.289229e-01,3.576199e-01,2.785500e+00
0.009964,0.2003,0.5807,5.7565,99.9591,1,5.886564e-01,5.824636e-01,9.810000e-01,4.412255e-01,5.412144e-01,4.021500e+00
-0.025871,0.2872,0.2726,2.6890,87.5294,1,5.548804e-01,5.084413e-01,7.080000e-01,4.145598e-01,4.834238e-01,1.749000e+00
0.022164,0.2713,0.2547,5.4905,52.9166,1,5.402634e-01,4.240358e-01,6.360000e-01,2.011812e-01,2.493111e-01,1.068150e+01
-0.102182,0.1200,0.2075,1.2011,10.4673,1,5.205413e-01,3.653118e-01,1.017000e+00,1.741524e-01,2.084869e-01,9.295500e+00
-0.085775,0.2243,0.4769,4.1590,25.6230,1,4.983975e-01,4.194282e-01,1.219500e+00,4.672360e-01,4.191941e-01,1.483500e+00
-0.037576,0.1870,0.5725,1.1955,50.9929,1,5.585579e-01,4.796396e-01,9.330000e-01,3.530915e-01,4.176637e-01,3.918000e+00
-0.004702,0.1099,0.1613,4.7483,31.5668,1,5.461447e-01,4.695177e-01,1.174500e+00,3.454071e-01,4.132326e-01,4.683000e+00
-0.006388,0.3011,0.2055,1.8943,29.1648,1,5.232730e-01,3.752428e-01,5.340000e-01,1.562855e-01,1.909608e-01,5.442000e+00
0.009982,0.3373,0.5495,1.9850,128.4290,1,5.657525e-01,4.955710e-01,5.190000e-01,3.187550e-01,3.916994e-01,3.057000e+00
-0.048065,0.1976,0.3869,1.1025,78.6045,1,5.702013e-01,5.502336e-01,1.024500e+00,4.542855e-01,5.327701e-01,2.464500e+00
-0.000193,0.1105,0.5220,3.6863,41.7469,1,5.606365e-01,4.945180e-01,1.194000e+00,3.693151e-01,4.395829e-01,4.929000e+00
-0.025576,0.2138,0.2770,3.4817,66.4754,1,5.492921e-01,5.323549e-01,1.035000e+00,4.673735e-01,5.264336e-01,1.831500e+00
-0.093265,0.1147,0.2012,3.6574,10.8918,1,5.185008e-01,3.886127e-01,1.173000e+00,3.012030e-01,3.347271e-01,4.414500e+00
-0.133069,0.2970,0.4858,2.0148,40.7637,1,5.288152e-01,4.118422e-01,6.885000e-01,3.782711e-01,3.897654e-01,1.651500e+00
-0.058716,0.3216,0.3259,5.5112,10.9877,1,5.069831e-01,3.219825e-01,5.235000e-01,2.033018e-01,2.165226e-01,2.925000e+00
0.014167,0.2518,0.4595,5.3627,48.0041,1,5.389243e-01,4.356613e-01,6.960000e-01,2.504925e-01,3.055933e-01,5.124000e+00
-0.074500,0.1359,0.1449,1.1820,51.9740,1,5.595386e-01,5.339664e-01,1.221000e+00,4.409386e-01,5.171006e-01,2.895000e+00
0.005735,0.1686,0.4496,2.5281,121.5084,1,6.049042e-01,6.503697e-01,1.261500e+00,5.218276e-01,6.377817e-01,3.328500e+00
0.015528,0.2713,0.2345,1.0055,47.2673,1,5.413036e-01,4.200057e-01,6.195000e-01,1.868496e-01,2.310934e-01,8.646000e+00
0.004752,0.3303,0.2912,4.1793,124.7149,1,5.631111e-01,5.077773e-01,5.595000e-01,3.708630e-01,4.493048e-01,1.998000e+00
-0.043680,0.2980,0.5572,1.9719,124.0701,1,5.480887e-01,5.571520e-01,8.715000e-01,5.173257e-01,5.567728e-01,1.077000e+00
-0.098416,0.2119,0.5275,4.1624,15.8949,1,5.125249e-01,3.671645e-01,1.096500e+00,3.987722e-01,3.582848e-01,2.208000e+00
-0.084869,0.1251,0.2445,2.2377,32.9872,1,5.364340e-01,4.915223e-01,1.330500e+00,4.382793e-01,4.830801e-01,2.578500e+00
-0.001570,0.1337,0.2230,2.1838,77.3411,1,5.848756e-01,5.864525e-01,1.254000e+00,4.655775e-01,5.637976e-01,3.645000e+00
-0.176764,0.2466,0.1977,1.4007,14.0291,1,5.171044e-01,3.585380e-01,6.840000e-01,1.975418e-01,2.303857e-01,4.483500e+00
-0.039935,0.3423,0.2443,3.8768,26.6435,1,5.154641e-01,3.623300e-01,4.620000e-01,2.092824e-01,2.429906e-01,2.497500e+00
-0.074652,0.2564,0.4695,3.0741,20.5417,1,5.222629e-01,3.656523e-01,7.245000e-01,2.764036e-01,2.957090e-01,3.070500e+00
-0.139848,0.2544,0.3272,5.2888,5.2656,1,5.049349e-01,3.020882e-01,8.220000e-01,2.846944e-01,2.582877e-01,2.958000e+00
-0.018508,0.3082,0.2963,1.9794,112.6887,1,5.643710e-01,5.182066e-01,6.345000e-01,4.025203e-01,4.800451e-01,1.846500e+00
-0.093547,0.1230,0.2056,1.8487,14.6868,1,5.262203e-01,3.925343e-01,1.062000e+00,2.513870e-01,2.947994e-01,5.871000e+00
-0.087137,0.1140,0.3871,2.4984,6.8106,1,5.146324e-01,3.375141e-01,1.090500e+00,1.876975e-01,2.091747e-01,8.386500e+00
0.037074,0.2877,0.2529,2.3592,10.4787,1,5.064930e-01,3.324372e-01,5.460000e-01,5.621364e-02,6.958069e-02,2.252100e+01
-0.019606,0.3132,0.2309,4.3069,68.1761,1,5.401117e-01,4.603348e-01,5.985000e-01,3.593138e-01,4.183786e-01,1.731000e+00
-0.107375,0.1325,0.1006,1.3200,37.1468,1,5.470634e-01,4.958925e-01,1.174500e+00,4.026597e-01,4.709582e-01,3.103500e+00
-0.109168,0.3366,0.4446,1.9000,51.6845,1,5.311946e-01,4.071937e-01,5.325000e-01,3.297348e-01,3.597145e-01,1.617000e+00
-0.057654,0.2382,0.2861,5.1801,5.8963,1,5.053858e-01,3.198853e-01,7.230000e-01,1.748682e-01,1.916909e-01,5.358000e+00
-0.137147,0.2434,0.4367,1.0787,10.4625,1,5.132809e-01,3.330601e-01,6.780000e-01,1.365069e-01,1.574522e-01,7.198500e+00
-0.018770,0.1844,0.3275,1.4387,10.3440,1,5.154640e-01,3.495869e-01,8.055000e-01,1.135724e-01,1.377389e-01,1.256250e+01
-0.187606,0.1917,0.3302,2.2912,13.3179,1,5.182596e-01,3.721253e-01,9.810000e-01,3.243948e-01,3.339423e-01,3.114000e+00
-0.007376,0.2401,0.4029,4.6350,70.5676,1,5.556509e-01,5.090216e-01,8.550000e-01,4.199195e-01,4.857972e-01,2.166000e+00
-0.055514,0.2187,0.5298,4.5899,18.3444,1,5.218239e-01,3.697804e-01,9.015000e-01,3.274638e-01,3.306862e-01,2.919000e+00
-0.007106,0.3147,0.4218,1.3961,41.5702,1,5.307782e-01,3.906728e-01,5.115000e-01,1.764765e-01,2.146360e-01,4.843500e+00
-0.080871,0.1830,0.1956,1.8899,14.5854,1,5.215596e-01,3.744813e-01,8.535000e-01,2.085102e-01,2.470407e-01,5.839500e+00
-0.034195,0.3420,0.4616,2.7643,130.6381,1,5.508662e-01,5.209300e-01,6.180000e-01,4.639871e-01,5.140110e-01,1.047000e+00
0.000835,0.1429,0.4122,2.8637,73.7231,1,5.811140e-01,5.702591e-01,1.195500e+00,4.512729e-01,5.435875e-01,3.649500e+00
-0.172712,0.1435,0.5343,2.5944,12.0904,1,5.128955e-01,3.653245e-01,1.407000e+00,4.013689e-01,3.570257e-01,2.838000e+00
-0.005348,0.1648,0.2182,1.1709,137.4447,1,5.989168e-01,6.888699e-01,1.630500e+00,5.796600e-01,6.886533e-01,2.059500e+00
-0.111383,0.2049,0.2165,1.3131,52.1793,1,5.468082e-01,5.024450e-01,9.825000e-01,4.273124e-01,4.870989e-01,2.164500e+00
0.015545,0.1908,0.4581,2.9479,28.7269,1,4.782469e-01,4.044192e-01,1.021500e+00,1.936784e-01,2.374937e-01,9.400500e+00
-0.039684,0.2169,0.1864,2.0131,68.6371,1,5.575302e-01,5.272144e-01,9.405000e-01,4.360634e-01,5.094990e-01,2.182500e+00
0.007205,0.1229,0.4484,2.6689,113.6601,1,6.124456e-01,6.732348e-01,1.512000e+00,5.381281e-01,6.619331e-01,4.315500e+00
0.003593,0.2054,0.5332,5.8624,93.9878,1,5.767118e-01,5.785052e-01,1.051500e+00,4.807374e-01,5.664293e-01,2.328000e+00
-0.112639,0.3331,0.5040,1.5382,36.6024,1,5.259444e-01,3.721501e-01,5.025000e-01,2.486713e-01,2.769121e-01,2.356500e+00
0.012355,0.2482,0.4507,2.3454,27.5402,1,5.287655e-01,3.873449e-01,6.570000e-01,1.610560e-01,1.968546e-01,8.085000e+00
-0.003723,0.3337,0.5126,2.9482,48.2397,1,5.310004e-01,3.937509e-01,4.800000e-01,2.129550e-01,2.535472e-01,3.180000e+00
-0.009439,0.3440,0.3458,3.9498,133.1758,1,5.574551e-01,5.155836e-01,5.625000e-01,4.210708e-01,4.913865e-01,1.296000e+00
-0.055528,0.3035,0.4611,5.0940,23.8511,1,5.182630e-01,3.625031e-01,6.315000e-01,3.137015e-01,3.186907e-01,2.020500e+00
-0.048944,0.2717,0.3034,3.6116,18.6635,1,5.177159e-01,3.631967e-01,6.390000e-01,2.249840e-01,2.563847e-01,3.534000e+00
-0.000284,0.3258,0.2705,1.0834,11.5408,1,5.076990e-01,3.328730e-01,4.575000e-01,6.297638e-02,7.729185e-02,1.129200e+01
-0.055955,0.2980,0.5109,4.3657,37.2834,1,5.249920e-01,4.031347e-01,6.945000e-01,3.786750e-01,3.829817e-01,1.630500e+00
-0.011309,0.1457,0.2809,2.1442,47.0031,1,5.602336e-01,4.952864e-01,1.063500e+00,3.621886e-01,4.360069e-01,4.465500e+00
0.013143,0.3188,0.1779,2.3670,71.3606,1,5.456977e-01,4.365698e-01,5.235000e-01,2.309586e-01,2.848251e-01,4.431000e+00
0.019010,0.3403,0.5760,4.0124,8.5325,1,4.977027e-01,3.277027e-01,4.365000e-01,7.665487e-02,9.180244e-02,8.532000e+00
0.009857,0.2317,0.4804,3.8781,85.3401,1,5.729533e-01,5.260822e-01,8.145000e-01,3.726545e-01,4.562129e-01,4.072500e+00
-0.005824,0.2436,0.3894,1.4451,36.5427,1,5.381658e-01,4.114796e-01,6.885000e-01,2.104816e-01,2.563924e-01,6.106500e+00
0.006918,0.3246,0.3804,5.8173,15.5736,1,5.082704e-01,3.434268e-01,4.755000e-01,1.368472e-01,1.621510e-01,4.815000e+00
-0.176778,0.1571,0.5975,1.0550,24.3507,1,5.365506e-01,4.107408e-01,1.074000e+00,3.395733e-01,3.658122e-01,3.753000e+00
-0.096551,0.3123,0.2143,4.8901,35.8856,1,4.790524e-01,4.474948e-01,8.640000e-01,4.769115e-01,4.474947e-01,8.745000e-01
-0.150180,0.2916,0.5247,1.8650,30.2978,1,5.265453e-01,3.801383e-01,6.690000e-01,3.301410e-01,3.394386e-01,2.073000e+00
-0.060360,0.1317,0.2413,3.3254,35.6610,1,5.178060e-01,5.109311e-01,1.561500e+00,4.895301e-01,5.107001e-01,1.896000e+00
0.002482,0.3189,0.3151,1.4149,113.9593,1,5.652837e-01,4.972568e-01,5.655000e-01,3.290061e-01,4.037801e-01,3.010500e+00
0.022170,0.3215,0.5425,1.6564,61.8758,1,5.391621e-01,4.152824e-01,5.085000e-01,1.767294e-01,2.187048e-01,8.139000e+00
0.011504,0.2890,0.2610,4.3710,61.8718,1,5.452234e-01,4.433819e-01,6.015000e-01,2.627728e-01,3.216290e-01,3.957000e+00
-0.121756,0.2656,0.4365,2.3210,45.7020,1,5.139213e-01,4.594916e-01,9.675000e-01,4.710645e-01,4.588066e-01,1.261500e+00
-0.011251,0.2447,0.5460,2.1821,102.2050,1,5.746342e-01,5.553833e-01,8.700000e-01,4.540169e-01,5.350715e-01,2.179500e+00
0.016749,0.3453,0.3515,2.0821,29.3099,1,5.158214e-01,3.592146e-01,4.305000e-01,1.085703e-01,1.332594e-01,6.549000e+00
-0.049997,0.1400,0.3600,4.5660,19.5933,1,5.260026e-01,4.193626e-01,1.186500e+00,3.691450e-01,3.941568e-01,3.202500e+00
-0.106087,0.3247,0.4638,1.1402,114.6353,1,5.511848e-01,5.171397e-01,6.645000e-01,4.610805e-01,5.095772e-01,1.161000e+00
-0.002820,0.1318,0.2342,4.2590,37.3734,1,5.509173e-01,4.762593e-01,1.101000e+00,3.486695e-01,4.174380e-01,4.527000e+00
-0.055835,0.2728,0.2633,2.2101,90.9835,1,5.410187e-01,5.441985e-01,9.105000e-01,4.962983e-01,5.431621e-01,1.225500e+00
0.027326,0.2923,0.4189,4.2177,10.0055,1,5.020822e-01,3.309189e-01,5.460000e-01,8.132620e-02,9.958468e-02,1.215450e+01
-0.057136,0.1745,0.4384,3.0063,12.0889,1,5.192219e-01,3.548196e-01,9.150000e-01,2.208022e-01,2.459366e-01,5.721000e+00
-0.073858,0.3031,0.4774,5.7567,14.0688,1,5.115885e-01,3.242266e-01,6.615000e-01,3.083646e-01,2.859398e-01,2.109000e+00
-0.055031,0.3304,0.2074,4.8567,57.6618,1,5.205009e-01,4.604924e-01,6.270000e-01,4.211246e-01,4.525327e-01,1.087500e+00
-0.014086,0.1190,0.3826,4.0517,14.0455,1,5.244742e-01,3.812321e-01,1.060500e+00,2.258551e-01,2.636746e-01,7.200000e+00
